Date,Requests generated,CPU usage [%],Memory usage [%]
2013-08-13 01:00:47,16.0,0.6166666666666667,0.0
2013-08-13 01:05:47,17.0,0.65,0.0
2013-08-13 01:10:47,13.0,0.5166666666666666,0.0
2013-08-13 01:15:47,16.0,0.6333333333333333,0.0
2013-08-13 01:20:47,15.0,0.6,0.0
2013-08-13 01:25:47,14.0,0.5333333333333333,0.0
2013-08-13 01:30:47,14.0,0.5666666666666667,0.0
2013-08-13 01:35:47,16.0,0.5666666666666667,0.39999961853027344
2013-08-13 01:40:48,15.0,0.5833333333333334,0.1333332061767578
2013-08-13 01:45:48,15.0,0.6,0.0
2013-08-13 01:50:48,15.0,0.5833333333333334,0.0
2013-08-13 01:55:48,15.0,0.6,0.0
2013-08-13 02:00:48,15.0,0.5833333333333334,0.0
2013-08-13 02:05:48,18.0,0.7,0.0
2013-08-13 02:10:48,14.0,0.55,0.0
2013-08-13 02:15:48,17.0,0.6833333333333332,0.0
2013-08-13 02:20:48,17.0,0.6833333333333332,0.0
2013-08-13 02:25:48,14.0,0.5333333333333333,0.0
2013-08-13 02:30:48,14.0,0.5666666666666667,0.0
2013-08-13 02:35:48,17.0,0.6666666666666667,0.0
2013-08-13 02:40:48,15.0,0.6,0.0
2013-08-13 02:45:48,14.0,0.55,0.0
2013-08-13 02:50:48,16.0,0.6333333333333333,0.0
2013-08-13 02:55:48,13.0,0.5166666666666666,0.0
2013-08-13 03:00:48,13.0,0.5166666666666666,0.0
2013-08-13 03:05:48,14.0,0.55,0.0
2013-08-13 03:10:48,14.0,0.55,0.0
2013-08-13 03:15:48,16.0,0.6166666666666667,0.0
2013-08-13 03:20:48,14.0,0.5333333333333333,0.0
2013-08-13 03:25:48,14.0,0.5333333333333333,0.0
2013-08-13 03:30:48,16.0,0.6166666666666667,0.0
2013-08-13 03:35:48,17.0,0.65,0.0
2013-08-13 03:40:48,15.0,0.5833333333333334,0.0
2013-08-13 03:45:48,13.0,0.5166666666666666,0.0
2013-08-13 03:50:48,17.0,0.6666666666666667,0.0
2013-08-13 03:55:48,14.0,0.55,0.0
2013-08-13 04:00:48,13.0,0.5166666666666666,0.0
2013-08-13 04:05:48,15.0,0.6,0.0
2013-08-13 04:10:48,15.0,0.5833333333333334,0.0
2013-08-13 04:15:48,14.0,0.5666666666666667,0.0
2013-08-13 04:20:48,14.0,0.5666666666666667,0.0
2013-08-13 04:25:48,14.0,0.5666666666666667,0.0
2013-08-13 04:30:48,14.0,0.5333333333333333,0.0
2013-08-13 04:35:49,16.0,0.6166666666666667,0.0
2013-08-13 04:40:49,15.0,0.6,0.0
2013-08-13 04:45:49,14.0,0.5333333333333333,0.0
2013-08-13 04:50:49,15.0,0.5833333333333334,0.0
2013-08-13 04:55:49,14.0,0.5666666666666667,0.0
2013-08-13 05:00:49,14.0,0.5333333333333333,0.0
2013-08-13 05:05:49,15.0,0.6,0.0
2013-08-13 05:10:49,17.0,0.6833333333333332,0.0
2013-08-13 05:15:49,15.0,0.5833333333333334,0.0
2013-08-13 05:20:49,14.0,0.55,0.0
2013-08-13 05:25:49,15.0,0.6,0.0
2013-08-13 05:30:49,14.0,0.5166666666666666,0.19999980926513672
2013-08-13 05:35:49,16.0,0.5666666666666667,0.2666664123535156
2013-08-13 05:40:49,16.0,0.6166666666666667,0.0
2013-08-13 05:45:49,13.0,0.5,0.0
2013-08-13 05:50:49,14.0,0.5666666666666667,0.0
2013-08-13 05:55:49,14.0,0.55,0.0
2013-08-13 06:00:49,14.0,0.5666666666666667,0.0
2013-08-13 06:05:49,15.0,0.6,0.0
2013-08-13 06:10:49,16.0,0.6333333333333333,0.0
2013-08-13 06:15:49,14.0,0.5333333333333333,0.0
2013-08-13 06:20:49,14.0,0.5333333333333333,0.0
2013-08-13 06:25:49,15.0,0.5833333333333334,0.0
2013-08-13 06:30:49,14.0,0.5333333333333333,0.0
2013-08-13 06:35:49,15.0,0.6,0.0
2013-08-13 06:40:49,16.0,0.6333333333333333,0.0
2013-08-13 06:45:49,14.0,0.55,0.0
2013-08-13 06:50:49,14.0,0.5333333333333333,0.0
2013-08-13 06:55:49,14.0,0.55,0.0
2013-08-13 07:00:49,14.0,0.55,0.0
2013-08-13 07:05:49,13.0,0.5166666666666666,0.0
2013-08-13 07:10:49,34.0,1.15,1.0666656494140625
2013-08-13 07:15:49,26.0,0.65,1.9999980926513672
2013-08-13 07:20:49,16.0,0.5833333333333334,0.33333301544189453
2013-08-13 07:25:49,16.0,0.6166666666666667,0.0
2013-08-13 07:30:50,14.0,0.5666666666666667,0.0
2013-08-13 07:35:50,14.0,0.5666666666666667,0.0
2013-08-13 07:40:50,16.0,0.6333333333333333,0.0
2013-08-13 07:45:50,15.0,0.5833333333333334,0.0
2013-08-13 07:50:50,13.0,0.5166666666666666,0.0
2013-08-13 07:55:50,17.0,0.65,0.0
2013-08-13 08:00:50,17.0,0.6666666666666667,0.0
2013-08-13 08:05:50,16.0,0.6166666666666667,0.0
2013-08-13 08:10:50,17.0,0.65,0.0
2013-08-13 08:15:50,16.0,0.6333333333333333,0.0
2013-08-13 08:20:50,14.0,0.5333333333333333,0.0
2013-08-13 08:25:50,17.0,0.65,0.0
2013-08-13 08:30:49,15.0,0.6,0.0
2013-08-13 08:35:49,15.0,0.5833333333333334,0.0
2013-08-13 08:40:49,16.0,0.6166666666666667,0.0
2013-08-13 08:45:49,15.0,0.5833333333333334,0.0
2013-08-13 08:50:49,14.0,0.5333333333333333,0.0
2013-08-13 08:55:49,14.0,0.55,0.0
2013-08-13 09:00:50,17.0,0.6166666666666667,0.19999980926513672
2013-08-13 09:05:50,15.0,0.5166666666666666,0.33333301544189453
2013-08-13 09:10:50,16.0,0.6166666666666667,0.0
2013-08-13 09:15:50,15.0,0.5833333333333334,0.0
2013-08-13 09:20:50,16.0,0.5333333333333333,0.5999994277954102
2013-08-13 09:25:50,18.0,0.6166666666666667,0.39999961853027344
2013-08-13 09:30:50,16.0,0.6166666666666667,0.0
2013-08-13 09:35:50,15.0,0.5833333333333334,0.0
2013-08-13 09:40:50,16.0,0.6166666666666667,0.0
2013-08-13 09:45:50,17.0,0.6666666666666667,0.0
2013-08-13 09:50:50,14.0,0.5333333333333333,0.0
2013-08-13 09:55:50,13.0,0.5,0.0
2013-08-13 10:00:50,16.0,0.5666666666666667,0.2666664123535156
2013-08-13 10:05:50,14.0,0.5333333333333333,0.1333332061767578
2013-08-13 10:10:50,14.0,0.5333333333333333,0.0
2013-08-13 10:15:50,14.0,0.5333333333333333,0.0
2013-08-13 10:20:50,14.0,0.5666666666666667,0.0
2013-08-13 10:25:50,13.0,0.5,0.0
2013-08-13 10:30:50,14.0,0.55,0.0
2013-08-13 10:35:50,14.0,0.5333333333333333,0.0
2013-08-13 10:40:50,14.0,0.5333333333333333,0.0
2013-08-13 10:45:50,16.0,0.6333333333333333,0.0
2013-08-13 10:50:50,14.0,0.5666666666666667,0.0
2013-08-13 10:55:50,13.0,0.5,0.0
2013-08-13 11:00:50,14.0,0.5666666666666667,0.0
2013-08-13 11:05:50,15.0,0.5833333333333334,0.0
2013-08-13 11:10:50,13.0,0.5166666666666666,0.0
2013-08-13 11:15:50,14.0,0.55,0.0
2013-08-13 11:20:50,15.0,0.5833333333333334,0.0
2013-08-13 11:25:50,13.0,0.5166666666666666,0.0
2013-08-13 11:30:51,15.0,0.5833333333333334,0.0
2013-08-13 11:35:51,16.0,0.6166666666666667,0.0
2013-08-13 11:40:51,13.0,0.5166666666666666,0.0
2013-08-13 11:45:51,14.0,0.5666666666666667,0.0
2013-08-13 11:50:51,15.0,0.5833333333333334,0.0
2013-08-13 11:55:51,16.0,0.55,0.39999961853027344
2013-08-13 12:00:51,16.0,0.6166666666666667,0.0
2013-08-13 12:05:51,16.0,0.6166666666666667,0.0
2013-08-13 12:10:51,20.0,0.7,0.39999961853027344
2013-08-13 12:15:51,14.0,0.5666666666666667,0.0
2013-08-13 12:20:51,16.0,0.6166666666666667,0.0
2013-08-13 12:25:51,13.0,0.5166666666666666,0.0
2013-08-13 12:30:51,17.0,0.65,0.0
2013-08-13 12:35:51,16.0,0.6166666666666667,0.0
2013-08-13 12:40:51,14.0,0.5333333333333333,0.0
2013-08-13 12:45:51,14.0,0.55,0.0
2013-08-13 12:50:51,15.0,0.5166666666666666,0.33333301544189453
2013-08-13 12:55:51,14.0,0.5333333333333333,0.19999980926513672
2013-08-13 13:00:51,14.0,0.5333333333333333,0.0
2013-08-13 13:05:51,16.0,0.6166666666666667,0.0
2013-08-13 13:10:51,14.0,0.55,0.0
2013-08-13 13:15:51,14.0,0.5333333333333333,0.0
2013-08-13 13:20:51,14.0,0.55,0.0
2013-08-13 13:25:51,14.0,0.55,0.0
2013-08-13 13:30:51,14.0,0.5666666666666667,0.0
2013-08-13 13:35:51,15.0,0.6,0.0
2013-08-13 13:40:51,14.0,0.5666666666666667,0.0
2013-08-13 13:45:51,14.0,0.55,0.0
2013-08-13 13:50:51,14.0,0.55,0.0
2013-08-13 13:55:51,14.0,0.5666666666666667,0.0
2013-08-13 14:00:51,15.0,0.55,0.19999980926513672
2013-08-13 14:05:51,16.0,0.6333333333333333,0.0
2013-08-13 14:10:51,15.0,0.6,0.0
2013-08-13 14:15:51,14.0,0.5333333333333333,0.0
2013-08-13 14:20:51,16.0,0.6166666666666667,0.0
2013-08-13 14:25:51,15.0,0.6,0.0
2013-08-13 14:30:51,14.0,0.5666666666666667,0.0
2013-08-13 14:35:52,18.0,0.7166666666666667,0.0
2013-08-13 14:40:52,16.0,0.6166666666666667,0.0
2013-08-13 14:45:52,13.0,0.5166666666666666,0.0
2013-08-13 14:50:52,17.0,0.65,0.0
2013-08-13 14:55:52,14.0,0.5666666666666667,0.0
2013-08-13 15:00:52,13.0,0.5,0.0
2013-08-13 15:05:52,17.0,0.65,0.0
2013-08-13 15:10:52,15.0,0.5666666666666667,0.19999980926513672
2013-08-13 15:15:52,15.0,0.5,0.39999961853027344
2013-08-13 15:20:52,15.0,0.5833333333333334,0.0
2013-08-13 15:25:52,17.0,0.6833333333333332,0.0
2013-08-13 15:30:52,15.0,0.6,0.0
2013-08-13 15:35:52,14.0,0.5666666666666667,0.0
2013-08-13 15:40:52,14.0,0.5666666666666667,0.0
2013-08-13 15:45:52,13.0,0.5166666666666666,0.0
2013-08-13 15:50:52,14.0,0.5333333333333333,0.0
2013-08-13 15:55:52,14.0,0.5666666666666667,0.0
2013-08-13 16:00:52,14.0,0.5333333333333333,0.0
2013-08-13 16:05:52,297.0,11.516666666666667,0.6666660308837891
2013-08-13 16:10:52,794.0,30.666666666666664,2.733330726623535
2013-08-13 16:15:52,23.0,0.5333333333333333,2.066664695739746
2013-08-13 16:20:52,15.0,0.5833333333333334,0.0
2013-08-13 16:25:52,16.0,0.6333333333333333,0.0
2013-08-13 16:30:52,14.0,0.55,0.0
2013-08-13 16:35:52,15.0,0.55,0.19999980926513672
2013-08-13 16:40:52,15.0,0.6,0.0
2013-08-13 16:45:52,14.0,0.55,0.0
2013-08-13 16:50:53,13.0,0.5,0.0
2013-08-13 16:55:53,239.0,9.3,0.39999961853027344
2013-08-13 17:00:53,1440.0,55.98333333333333,2.866663932800293
2013-08-13 17:05:53,234.0,8.666666666666666,2.999997138977051
2013-08-13 17:10:53,15.0,0.5666666666666667,0.19999980926513672
2013-08-13 17:15:53,14.0,0.5666666666666667,0.0
2013-08-13 17:20:53,14.0,0.5333333333333333,0.0
2013-08-13 17:25:53,15.0,0.6,0.0
2013-08-13 17:30:53,14.0,0.5666666666666667,0.0
2013-08-13 17:35:52,14.0,0.55,0.0
2013-08-13 17:40:52,15.0,0.5833333333333334,0.0
2013-08-13 17:45:52,14.0,0.55,0.0
2013-08-13 17:50:52,15.0,0.5833333333333334,0.0
2013-08-13 17:55:52,15.0,0.6,0.0
2013-08-13 18:00:52,16.0,0.6166666666666667,0.0
2013-08-13 18:05:52,1085.0,41.98333333333333,3.2666651407877603
2013-08-13 18:10:52,2465.0,94.63333333333334,11.53333067893982
2013-08-13 18:15:52,2448.0,94.35,9.266664187113443
2013-08-13 18:20:52,2432.0,93.83333333333334,8.799997568130493
2013-08-13 18:25:52,2378.0,90.93333333333334,13.199997345606487
2013-08-13 18:30:53,2448.0,89.98333333333332,34.19999559720357
2013-08-13 18:35:53,2506.0,94.46666666666664,21.53333067893982
2013-08-13 18:40:53,2450.0,94.23333333333332,10.533330043156942
2013-08-13 18:45:53,2429.0,93.1,12.199996709823608
2013-08-13 18:50:53,2305.0,86.55,21.799996693929035
2013-08-13 18:55:53,2531.0,94.35,27.866663138071697
2013-08-13 19:00:53,2464.0,94.23333333333332,13.533329963684082
2013-08-13 19:05:53,2439.0,93.88333333333334,9.999996423721313
2013-08-13 19:10:53,2391.0,91.68333333333334,11.866665283838909
2013-08-13 19:15:53,2409.0,88.48333333333332,33.933329582214355
2013-08-13 19:20:53,2515.0,94.61666666666666,22.799996534983315
2013-08-13 19:25:53,2454.0,94.35,10.733329852422077
2013-08-13 19:30:53,2429.0,93.51666666666668,9.799997409184774
2013-08-13 19:35:53,2314.0,87.1,20.666664044062298
2013-08-13 19:40:53,2581.0,94.71666666666664,36.93333307902018
2013-08-13 19:45:53,2476.0,94.51666666666668,14.533330599466959
2013-08-13 19:50:53,2451.0,93.93333333333334,12.466663519541424
2013-08-13 19:55:53,2098.0,79.45,15.999997059504192
2013-08-13 20:00:53,1045.0,38.45,14.266663392384846
2013-08-13 20:05:53,36.0,0.7166666666666667,3.9333299795786543
2013-08-13 20:10:53,17.0,0.6166666666666667,0.2666664123535156
2013-08-13 20:15:53,17.0,0.65,0.0
2013-08-13 20:20:53,14.0,0.5666666666666667,0.0
2013-08-13 20:25:53,15.0,0.5833333333333334,0.0
2013-08-13 20:30:53,17.0,0.65,0.0
2013-08-13 20:35:53,16.0,0.6166666666666667,0.0
2013-08-13 20:40:53,14.0,0.5333333333333333,0.0
2013-08-13 20:45:54,14.0,0.5333333333333333,0.0
2013-08-13 20:50:54,16.0,0.6,0.2666664123535156
2013-08-13 20:55:54,15.0,0.55,0.1333332061767578
2013-08-13 21:00:54,16.0,0.6166666666666667,0.0
2013-08-13 21:05:54,14.0,0.5666666666666667,0.0
2013-08-13 21:10:54,172.0,6.716666666666666,0.2666664123535156
2013-08-13 21:15:54,2393.0,92.83333333333334,5.733329852422078
2013-08-13 21:20:54,2447.0,94.56666666666666,7.799997329711913
2013-08-13 21:25:54,2436.0,94.05,8.39999794960022
2013-08-13 21:30:54,2418.0,93.15,9.399996995925903
2013-08-13 21:35:54,2348.0,87.25,27.39999651908874
2013-08-13 21:40:54,2550.0,94.86666666666666,29.06666318575541
2013-08-13 21:45:54,2480.0,94.65,14.666663805643717
2013-08-13 21:50:54,2447.0,94.03333333333336,10.86666226387024
2013-08-13 21:55:54,2407.0,92.18333333333334,12.599997917811075
2013-08-13 22:00:54,2419.0,89.06666666666666,32.86666353543599
2013-08-13 22:05:54,2523.0,95.08333333333334,21.866664091746014
2013-08-13 22:10:54,2454.0,94.4,10.333330631256104
2013-08-13 22:15:54,2433.0,93.7,9.799997409184774
2013-08-13 22:20:54,2339.0,88.45,18.666663964589436
2013-08-13 22:25:54,2547.0,92.65,40.93333164850871
2013-08-13 22:30:55,2506.0,94.85,19.466663599014282
2013-08-13 22:35:55,2470.0,94.58333333333334,12.933328946431477
2013-08-13 22:40:55,2442.0,93.56666666666666,12.466663122177124
2013-08-13 22:45:55,2313.0,86.48333333333332,23.99999737739563
2013-08-13 22:50:55,2564.0,94.96666666666664,31.73333048820496
2013-08-13 22:55:55,2485.0,94.8,15.066662629445393
2013-08-13 23:00:55,2448.0,94.35,9.333330392837524
2013-08-13 23:05:55,2420.0,93.18333333333334,9.733330408732098
2013-08-13 23:10:55,2368.0,87.91666666666666,27.93333013852437
2013-08-13 23:15:55,2538.0,95.13333333333334,24.86666401227315
2013-08-13 23:20:55,2470.0,94.71666666666664,12.13332970937093
2013-08-13 23:25:55,2442.0,94.18333333333334,9.066663980484009
2013-08-13 23:30:55,2390.0,91.9,10.399997631708782
2013-08-13 23:35:55,2370.0,87.2,32.5333297252655
2013-08-13 23:40:55,2515.0,95.08333333333334,20.066663821538288
2013-08-13 23:45:55,2463.0,94.61666666666666,11.133329073588055
2013-08-13 23:50:55,2445.0,93.88333333333334,11.266661882400513
2013-08-13 23:55:55,2292.0,86.61666666666666,18.533328771591187
2013-08-14 00:00:55,2514.0,93.18333333333334,30.733329455057778
2013-08-14 00:05:55,2498.0,95.06666666666666,16.46666447321574
2013-08-14 00:10:55,2463.0,94.66071428571428,10.92856696673802
2013-08-14 00:15:55,2432.0,93.8,8.99999737739563
2013-08-14 00:20:55,2306.0,87.21666666666665,18.133329153060913
2013-08-14 00:25:55,2542.0,94.66666666666666,28.466664950052895
2013-08-14 00:30:55,2476.0,94.88333333333334,12.59999672571818
2013-08-14 00:35:55,2451.0,94.38333333333334,9.799997409184774
2013-08-14 00:40:55,2425.0,93.35,9.93333061536153
2013-08-14 00:45:55,2284.0,85.15,25.133330027262367
2013-08-14 00:50:55,2509.0,93.68333333333334,26.733330488204953
2013-08-14 00:55:55,2448.0,93.55,13.866662979125977
2013-08-14 01:00:55,2420.0,93.33333333333334,8.866664171218872
2013-08-14 01:05:55,2407.0,92.7,9.599997997283936
2013-08-14 01:10:56,2286.0,86.41666666666666,18.19999655087789
2013-08-14 01:15:56,2528.0,92.8,35.933330853780106
2013-08-14 01:20:56,2455.0,93.33333333333334,16.599996884663902
2013-08-14 01:25:56,2429.0,93.48214285714286,9.999996423721313
2013-08-14 01:30:56,2420.0,93.06666666666666,10.333329439163208
2013-08-14 01:35:56,2267.0,86.43333333333334,14.066663185755413
2013-08-14 01:40:56,169.0,1.5833333333333337,28.59999775886536
2013-08-14 01:45:56,53.0,0.625,8.142854486192975
2013-08-14 01:50:56,18.0,0.6071428571428572,0.6428565297807967
2013-08-14 01:55:56,17.0,0.6833333333333332,0.0
2013-08-14 02:00:56,14.0,0.5333333333333333,0.0
2013-08-14 02:05:56,14.0,0.5,0.33333301544189453
2013-08-14 02:10:56,17.0,0.6166666666666667,0.19999980926513672
2013-08-14 02:15:56,14.0,0.5535714285714285,0.0
2013-08-14 02:20:56,14.0,0.5535714285714285,0.0
2013-08-14 02:25:56,16.0,0.625,0.0
2013-08-14 02:30:56,15.0,0.5833333333333334,0.0
2013-08-14 02:35:56,17.0,0.6166666666666667,0.19999980926513672
2013-08-14 02:40:56,15.0,0.5833333333333334,0.0
2013-08-14 02:45:56,16.0,0.625,0.0
2013-08-14 02:50:56,14.0,0.5535714285714285,0.0
2013-08-14 02:55:56,18.0,0.6964285714285714,0.0
2013-08-14 03:00:56,15.0,0.5714285714285715,0.0
2013-08-14 03:05:56,13.0,0.5178571428571428,0.0
2013-08-14 03:10:56,15.0,0.5833333333333334,0.0
2013-08-14 03:15:56,16.0,0.6333333333333333,0.0
2013-08-14 03:20:56,19.0,0.7333333333333333,0.0
2013-08-14 03:25:56,16.0,0.6333333333333333,0.0
2013-08-14 03:30:56,18.0,0.65,0.2666664123535156
2013-08-14 03:35:56,14.0,0.5333333333333333,0.19999980926513672
2013-08-14 03:40:56,15.0,0.5714285714285715,0.0
2013-08-14 03:45:56,17.0,0.6785714285714286,0.0
2013-08-14 03:50:56,14.0,0.5666666666666667,0.0
2013-08-14 03:55:56,18.0,0.6964285714285714,0.0
2013-08-14 04:00:56,18.0,0.6964285714285714,0.0
2013-08-14 04:05:56,16.0,0.625,0.0
2013-08-14 04:10:56,14.0,0.5666666666666667,0.0
2013-08-14 04:15:56,17.0,0.65,0.0
2013-08-14 04:20:56,16.0,0.6166666666666667,0.0
2013-08-14 04:25:56,14.0,0.5666666666666667,0.0
2013-08-14 04:30:56,16.0,0.6166666666666667,0.0
2013-08-14 04:35:56,14.0,0.5333333333333333,0.0
2013-08-14 04:40:56,14.0,0.55,0.0
2013-08-14 04:45:56,16.0,0.6166666666666667,0.0
2013-08-14 04:50:56,14.0,0.5333333333333333,0.0
2013-08-14 04:55:56,15.0,0.6,0.0
2013-08-14 05:00:56,15.0,0.6,0.0
2013-08-14 05:05:56,14.0,0.55,0.0
2013-08-14 05:10:56,14.0,0.5666666666666667,0.0
2013-08-14 05:15:56,17.0,0.65,0.0
2013-08-14 05:20:56,16.0,0.6333333333333333,0.0
2013-08-14 05:25:56,14.0,0.5333333333333333,0.0
2013-08-14 05:30:56,17.0,0.65,0.0
2013-08-14 05:35:56,14.0,0.5666666666666667,0.0
2013-08-14 05:40:56,14.0,0.5333333333333333,0.0
2013-08-14 05:45:56,16.0,0.6333333333333333,0.0
2013-08-14 05:50:56,15.0,0.5833333333333334,0.0
2013-08-14 05:55:56,14.0,0.5333333333333333,0.0
2013-08-14 06:00:56,14.0,0.55,0.0
2013-08-14 06:05:57,14.0,0.55,0.0
2013-08-14 06:10:57,14.0,0.55,0.0
2013-08-14 06:15:57,17.0,0.6666666666666667,0.0
2013-08-14 06:20:57,15.0,0.5833333333333334,0.0666666030883789
2013-08-14 06:25:57,15.0,0.5,0.5999994277954102
2013-08-14 06:30:57,17.0,0.6166666666666667,0.19999980926513672
2013-08-14 06:35:57,16.0,0.5833333333333334,0.19999980926513672
2013-08-14 06:40:57,13.0,0.5166666666666666,0.0
2013-08-14 06:45:57,17.0,0.65,0.0
2013-08-14 06:50:57,16.0,0.6333333333333333,0.0
2013-08-14 06:55:57,13.0,0.5,0.0
2013-08-14 07:00:57,16.0,0.6166666666666667,0.0
2013-08-14 07:05:57,14.0,0.55,0.0
2013-08-14 07:10:57,13.0,0.5,0.0
2013-08-14 07:15:57,15.0,0.5833333333333334,0.0
2013-08-14 07:20:57,16.0,0.6166666666666667,0.0
2013-08-14 07:25:57,14.0,0.55,0.0
2013-08-14 07:30:57,15.0,0.5833333333333334,0.0
2013-08-14 07:35:57,15.0,0.5666666666666667,0.19999980926513672
2013-08-14 07:40:57,14.0,0.5333333333333333,0.0
2013-08-14 07:45:57,16.0,0.6166666666666667,0.0
2013-08-14 07:50:57,16.0,0.6333333333333333,0.0
2013-08-14 07:55:57,14.0,0.5333333333333333,0.0
2013-08-14 08:00:57,14.0,0.5666666666666667,0.0
2013-08-14 08:05:57,15.0,0.5833333333333334,0.0
2013-08-14 08:10:57,14.0,0.5333333333333333,0.0
2013-08-14 08:15:57,15.0,0.5833333333333334,0.0
2013-08-14 08:20:57,17.0,0.6333333333333333,0.1333332061767578
2013-08-14 08:25:57,16.0,0.55,0.4666662216186524
2013-08-14 08:30:57,16.0,0.6166666666666667,0.0
2013-08-14 08:35:58,17.0,0.6666666666666667,0.0
2013-08-14 08:40:58,16.0,0.6166666666666667,0.0
2013-08-14 08:45:58,16.0,0.6333333333333333,0.0
2013-08-14 08:50:58,18.0,0.7,0.0
2013-08-14 08:55:58,15.0,0.5833333333333334,0.0
2013-08-14 09:00:58,14.0,0.55,0.0
2013-08-14 09:05:58,15.0,0.6,0.0
2013-08-14 09:10:58,15.0,0.5833333333333334,0.0
2013-08-14 09:15:58,17.0,0.65,0.0
2013-08-14 09:20:58,16.0,0.6333333333333333,0.0
2013-08-14 09:25:58,14.0,0.5666666666666667,0.0
2013-08-14 09:30:58,14.0,0.5333333333333333,0.0
2013-08-14 09:35:58,14.0,0.55,0.0
2013-08-14 09:40:58,16.0,0.6166666666666667,0.0
2013-08-14 09:45:58,15.0,0.55,0.19999980926513672
2013-08-14 09:50:58,16.0,0.6333333333333333,0.0
2013-08-14 09:55:58,14.0,0.5666666666666667,0.0
2013-08-14 10:00:58,13.0,0.5,0.0
2013-08-14 10:05:58,16.0,0.6166666666666667,0.0
2013-08-14 10:10:58,16.0,0.6166666666666667,0.0
