Date,Timestamp [ms],Requests generated,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%]
2013-08-13 11:40:51,1376374251,13,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0
2013-08-13 11:45:51,1376374551,14,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0
2013-08-13 11:50:51,1376374851,15,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0
2013-08-13 11:55:51,1376375151,16,11703.99824,64.37199032000001,0.55,67108864.0,268435.2,0.39999961853027344
2013-08-13 12:00:51,1376375451,16,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0
2013-08-13 12:05:51,1376375751,16,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0
2013-08-13 12:10:51,1376376051,20,11703.99824,81.92798768,0.7,67108864.0,268435.2,0.39999961853027344
2013-08-13 12:15:51,1376376351,14,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0
2013-08-13 12:20:51,1376376651,16,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0
2013-08-13 12:25:51,1376376951,13,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0
2013-08-13 12:30:51,1376377251,17,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0
2013-08-13 12:35:51,1376377551,16,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0
2013-08-13 12:40:51,1376377851,14,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0
2013-08-13 12:45:51,1376378151,14,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0
2013-08-13 12:50:51,1376378451,15,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,223696.0,0.33333301544189453
2013-08-13 12:55:51,1376378751,14,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,134217.6,0.19999980926513672
2013-08-13 13:00:51,1376379051,14,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0
2013-08-13 13:05:51,1376379351,16,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0
2013-08-13 13:10:51,1376379651,14,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0
2013-08-13 13:15:51,1376379951,14,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0
2013-08-13 13:20:51,1376380251,14,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0
2013-08-13 13:25:51,1376380551,14,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0
2013-08-13 13:30:51,1376380851,14,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0
2013-08-13 13:35:51,1376381151,15,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0
2013-08-13 13:40:51,1376381451,14,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0
2013-08-13 13:45:51,1376381751,14,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0
2013-08-13 13:50:51,1376382051,14,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0
2013-08-13 13:55:51,1376382351,14,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0
2013-08-13 14:00:51,1376382651,15,11703.99824,64.37199032000001,0.55,67108864.0,134217.6,0.19999980926513672
2013-08-13 14:05:51,1376382951,16,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0
2013-08-13 14:10:51,1376383251,15,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0
2013-08-13 14:15:51,1376383551,14,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0
2013-08-13 14:20:51,1376383851,16,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0
2013-08-13 14:25:51,1376384151,15,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0
2013-08-13 14:30:51,1376384451,14,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0
2013-08-13 14:35:52,1376384752,18,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,0.0,0.0
2013-08-13 14:40:52,1376385052,16,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0
2013-08-13 14:45:52,1376385352,13,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0
2013-08-13 14:50:52,1376385652,17,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0
2013-08-13 14:55:52,1376385952,14,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0
2013-08-13 15:00:52,1376386252,13,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0
2013-08-13 15:05:52,1376386552,17,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0
2013-08-13 15:10:52,1376386852,15,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,134217.6,0.19999980926513672
2013-08-13 15:15:52,1376387152,15,11703.99824,58.51999120000001,0.5,67108864.0,268435.2,0.39999961853027344
